Gene,log2FC,p.val,p.adj
Gene1,-0.1937871109161163,0.07932212427995418,0.5923526364255715
Gene10,0.004890496347071792,0.9170340777027073,0.9877768777849314
Gene100,1.6022732267389794,2.7884513696353456e-6,2.0748894180225573e-4
Gene101,-0.0889891567083881,0.4282781843203177,0.9379969019168218
Gene102,0.0051802391056801084,0.9707924659398881,0.9877768777849314
Gene103,0.16812275880832706,0.2591595004601325,0.8775142989170843
Gene104,-0.08700003848728786,0.4257143501222879,0.9379969019168218
Gene105,-0.0047359748427246474,0.9600285537372664,0.9877768777849314
Gene106,-0.14613250532055022,0.012133201479061065,0.1617760197208142
Gene107,0.05441885403569283,0.6160342082184163,0.9379969019168218
Gene108,-0.023432694465122934,0.9146415101789052,0.9877768777849314
Gene109,0.1318493295829305,0.32802221865280445,0.9122346148476196
Gene11,0.051680566838966956,0.6170662893186993,0.9379969019168218
Gene110,0.6280312226130419,0.28387486925486527,0.8775142989170843
Gene111,-0.0320834912691637,0.6247795631406683,0.9379969019168218
Gene112,0.0041417110958744,0.9061561275771766,0.9877768777849314
Gene113,-0.08579058201642019,0.4230865180313157,0.9379969019168218
Gene114,-0.14385622023600117,0.14835667895546228,0.8242037719747904
Gene115,-0.01904945400298758,0.9729602246181575,0.9877768777849314
Gene116,0.0678426457810513,0.6025858768111279,0.9379969019168218
Gene117,-0.26303440583379395,0.40952306947020856,0.9379969019168218
Gene118,-0.13620438359831116,0.29001810157670344,0.8775142989170843
Gene119,-0.08502947688415306,0.6448038297511465,0.9379969019168218
Gene12,-0.20351065997848275,0.04507084155489473,0.47442991110415506
Gene120,-1.8183654427037828,3.1123341270338356e-6,2.0748894180225573e-4
Gene121,-0.11761221808771431,0.18148961099963212,0.8775142989170843
Gene122,0.09147400458565198,0.527915353691345,0.9379969019168218
Gene123,-0.018885013562675947,0.8326331112411164,0.9877768777849314
Gene124,-0.062412607168565046,0.5771984741030405,0.9379969019168218
Gene125,0.11329176696417634,0.26343666872615806,0.8775142989170843
Gene126,0.181130456150193,0.13765694513895557,0.7866111150797461
Gene127,-0.13406980255201845,0.21600501390150936,0.8775142989170843
Gene128,0.01959548007523671,0.8259403388587365,0.9877768777849314
Gene129,0.016328169904000437,0.9212280409578704,0.9877768777849314
Gene13,-0.017403046261445284,0.9054729622954203,0.9877768777849314
Gene130,0.06358538437829052,0.64409277665379,0.9379969019168218
Gene131,-0.1957403270183114,0.07098027677294402,0.5900536012527893
Gene132,0.010755485565120897,0.989211433751814,0.9941823454792099
Gene133,-0.08890803771344118,0.5219808871458966,0.9379969019168218
Gene134,0.032958856493387104,0.5972078094192479,0.9379969019168218
Gene135,0.07962186374779866,0.5882835991471903,0.9379969019168218
Gene136,0.07893963125532663,0.6813816675388681,0.9564140913859481
Gene137,-0.002920436302713204,0.9639724131025155,0.9877768777849314
Gene138,-0.10791533916688748,0.31453011902906736,0.8986574829401924
Gene139,-0.09106659709893565,0.49497300561974433,0.9379969019168218
Gene14,-0.02501188800807319,0.8180487886416392,0.9877768777849314
Gene140,-1.2975095422941458,8.866931947486966e-5,0.001866751235410979
Gene141,-0.12998947009262826,0.4396488176841995,0.9379969019168218
Gene142,-0.22616911208193147,0.24859648039970475,0.8775142989170843
Gene143,0.04694113699579325,0.6838360753409529,0.9564140913859481
Gene144,-0.09024646483617066,0.2186107227200364,0.8775142989170843
Gene145,-0.027813765025438437,0.7247938838238779,0.9877768777849314
Gene146,0.11576159877365678,0.41434039331466643,0.9379969019168218
Gene147,-0.09865705291420312,0.44558485539342607,0.9379969019168218
Gene148,0.06140054466414327,0.564125060853534,0.9379969019168218
Gene149,-0.039801008057975026,0.666097073346311,0.9564140913859481
Gene15,0.001250710993710611,0.9539089024695826,0.9877768777849314
Gene150,-0.04617018143292606,0.4545021988247615,0.9379969019168218
Gene151,0.06873114418137076,0.48847263459450363,0.9379969019168218
Gene152,-0.08789797774613986,0.3726201430834834,0.9379969019168218
Gene153,-0.13708174475529536,0.26504942181280366,0.8775142989170843
Gene154,0.012849422267011568,0.9283754698226161,0.9877768777849314
